qdate,tenor_bucket,smoothed_level,filtered_level,smoothed_ar.L1,filtered_ar.L1,phi,sigma2_level,loglike
2010-01-29,2,27.669056322462794,28.39269369118527,5.779249224165994e-08,-6.075104348585135e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-01,2,26.273840314633368,27.335770053326243,3.7436386145834664e-08,-6.879945546631297e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-02,2,24.22637631504716,24.67963752305491,-2.366001197979962e-10,-9.597172284727489e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-03,2,23.35246171122124,23.281844760915455,-6.250497489413674e-09,-1.05321605277912e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-04,2,23.48861560785187,24.082122668127486,1.4939220247315942e-08,-8.669579951637424e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-05,2,22.344298604405605,22.79861982637985,1.695182716279993e-09,-9.539952290846373e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-08,2,21.468340232620758,21.88669077265088,-4.296207908286966e-09,-9.878417443244747e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-09,2,20.661735487149087,21.403100477622264,-8.448653479568929e-09,-9.658778356286714e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-10,2,19.23233950565467,19.351828076334666,-2.9466387421006445e-08,-1.1397353052836473e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-11,2,19.001958534595595,19.065918350090985,-1.83565734926808e-08,-1.0807290407162841e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-12,2,18.878640341959237,18.97118681782411,-4.49560811103744e-09,-1.002950901584963e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-16,2,18.700205365684162,18.612183596625268,7.8447599732889e-09,-9.643179278320893e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-17,2,18.869916805865092,19.03999704811789,2.963633342877531e-08,-8.315149209179501e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-18,2,18.541992111462708,19.19797646360982,3.822393261857461e-08,-7.431023460105942e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-19,2,17.277215164094407,18.76291701508905,2.1822283429008056e-08,-7.354009416669393e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-22,2,14.412693107911455,14.939767565763294,-3.7575263223432196e-08,-1.1476172806784394e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-23,2,13.396462099193876,13.64878131230004,-4.738926314480591e-08,-1.212337615412384e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-24,2,12.909975666992338,13.220694578252871,-4.326579647545246e-08,-1.1649133082467385e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-25,2,12.310891114702944,12.381718190014164,-4.250361245145005e-08,-1.1722645323151667e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-02-26,2,12.174332405750452,12.51318492194032,-2.958090320007953e-08,-1.0589135328997734e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-03-01,2,11.521004582327672,11.866857332125797,-3.082116081551986e-08,-1.0512026913640942e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-03-02,2,10.854179885145063,10.95446287660688,-3.265601922234129e-08,-1.0770565018956936e-07,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-03-03,2,10.660828404656833,11.061702842300829,-2.1961369009825512e-08,-9.745883065014745e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
2010-03-04,2,9.887918597123214,11.296978442728557,-2.7066681758471994e-08,-8.647615270775551e-08,0.9171843548407991,2.948158345386276,-9365.194569965463
